tensor(0.0334, device='cuda:0', dtype=torch.float64) -0.17364502
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.15189743
tensor(0.1664, device='cuda:0', dtype=torch.float64) -0.016077042
tensor(0., device='cuda:0', dtype=torch.float64) 0.08276367
tensor(0.6503, device='cuda:0', dtype=torch.float64) 0.0689373
tensor(0.2665, device='cuda:0', dtype=torch.float64) -0.051000595
tensor(0.5974, device='cuda:0', dtype=torch.float64) -0.3269043
tensor(0.6897, device='cuda:0', dtype=torch.float64) -0.08780861
tensor(0.6895, device='cuda:0', dtype=torch.float64) -0.10310364
tensor(0.6899, device='cuda:0', dtype=torch.float64) 0.51222706
tensor(0.6901, device='cuda:0', dtype=torch.float64) 0.42828083
tensor(0.0081, device='cuda:0', dtype=torch.float64) 0.034422874
tensor(0., device='cuda:0', dtype=torch.float64) 0.12458038
tensor(0., device='cuda:0', dtype=torch.float64) 0.1044693
tensor(0.6359, device='cuda:0', dtype=torch.float64) -0.2596588
tensor(0.6158, device='cuda:0', dtype=torch.float64) -0.33687592
tensor(0.5578, device='cuda:0', dtype=torch.float64) -0.34137726
tensor(0.6019, device='cuda:0', dtype=torch.float64) 0.4513569
tensor(0.0089, device='cuda:0', dtype=torch.float64) 0.5297804
tensor(0.0021, device='cuda:0', dtype=torch.float64) 0.07249832
tensor(0., device='cuda:0', dtype=torch.float64) 0.060760498
tensor(0.1558, device='cuda:0', dtype=torch.float64) -0.17233658
tensor(0.1489, device='cuda:0', dtype=torch.float64) -0.11412716
tensor(0.1433, device='cuda:0', dtype=torch.float64) -0.06523895
tensor(0.8380, device='cuda:0', dtype=torch.float64) -0.030984879
tensor(0.6579, device='cuda:0', dtype=torch.float64) 0.009288788
tensor(0.3790, device='cuda:0', dtype=torch.float64) -0.051065445
tensor(0.0053, device='cuda:0', dtype=torch.float64) 0.011161804
tensor(0.0054, device='cuda:0', dtype=torch.float64) -0.19242096
tensor(0.0171, device='cuda:0', dtype=torch.float64) -0.5040283
tensor(0.2641, device='cuda:0', dtype=torch.float64) 0.13548279
tensor(0.0043, device='cuda:0', dtype=torch.float64) -0.16264725
tensor(0.0101, device='cuda:0', dtype=torch.float64) -0.14952469
tensor(0.0175, device='cuda:0', dtype=torch.float64) -0.09444237
tensor(0.0640, device='cuda:0', dtype=torch.float64) -0.15529442
tensor(0.0403, device='cuda:0', dtype=torch.float64) -0.23786163
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.30617142
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.07862759
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.26221466
tensor(0.1170, device='cuda:0', dtype=torch.float64) -0.10961151
tensor(0.1624, device='cuda:0', dtype=torch.float64) -0.28075027
tensor(0.1255, device='cuda:0', dtype=torch.float64) -0.23142242
tensor(0.0514, device='cuda:0', dtype=torch.float64) -0.24163818
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.27014923
tensor(0.0597, device='cuda:0', dtype=torch.float64) -0.57218933
tensor(0.0048, device='cuda:0', dtype=torch.float64) -0.56365967
tensor(0.0104, device='cuda:0', dtype=torch.float64) -0.19573593
tensor(0.0173, device='cuda:0', dtype=torch.float64) -0.057872772
tensor(0.0017, device='cuda:0', dtype=torch.float64) -0.699173
tensor(0.0482, device='cuda:0', dtype=torch.float64) -0.6904907
tensor(0.0544, device='cuda:0', dtype=torch.float64) -0.5196533
tensor(0.0329, device='cuda:0', dtype=torch.float64) -0.13150787
tensor(0.0334, device='cuda:0', dtype=torch.float64) -0.28074265
tensor(0.0382, device='cuda:0', dtype=torch.float64) -0.30658722
tensor(0.0034, device='cuda:0', dtype=torch.float64) -0.15291595
tensor(0.0202, device='cuda:0', dtype=torch.float64) -0.016674042
tensor(0.0439, device='cuda:0', dtype=torch.float64) -0.13902664
tensor(0.0468, device='cuda:0', dtype=torch.float64) -0.22958755
tensor(0.0824, device='cuda:0', dtype=torch.float64) -0.15263748
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) 0.0038602352
tensor(0.0001, device='cuda:0', dtype=torch.float64) 0.1042552
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) 0.14167404
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.015225768
tensor(0.0014, device='cuda:0', dtype=torch.float64) 0.08474088
tensor(0.0021, device='cuda:0', dtype=torch.float64) 0.2740574
tensor(0.0024, device='cuda:0', dtype=torch.float64) 0.34350538
tensor(0.0027, device='cuda:0', dtype=torch.float64) 0.1368599
tensor(0.0011, device='cuda:0', dtype=torch.float64) 0.11381197
tensor(0.0006, device='cuda:0', dtype=torch.float64) 0.055513382
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.015493631
tensor(0.0014, device='cuda:0', dtype=torch.float64) 0.0876081
tensor(0.0019, device='cuda:0', dtype=torch.float64) 0.09109688
tensor(0.0021, device='cuda:0', dtype=torch.float64) 0.02689457
tensor(0.0025, device='cuda:0', dtype=torch.float64) 0.043682575
tensor(0.0006, device='cuda:0', dtype=torch.float64) -0.078662395
tensor(4.8103e-05, device='cuda:0', dtype=torch.float64) -0.046561837
tensor(6.7345e-05, device='cuda:0', dtype=torch.float64) 0.0029034615
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) 0.033323288
tensor(4.8103e-05, device='cuda:0', dtype=torch.float64) 0.09621048
tensor(2.8862e-05, device='cuda:0', dtype=torch.float64) 0.022780418
tensor(1.9241e-05, device='cuda:0', dtype=torch.float64) 0.08618641
tensor(0.0004, device='cuda:0', dtype=torch.float64) 0.048811913
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.18150043
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.074998856
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) 0.010350108
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.015637994
tensor(0.0026, device='cuda:0', dtype=torch.float64) 0.111287594
tensor(0., device='cuda:0', dtype=torch.float64) 0.060792446
tensor(0.0026, device='cuda:0', dtype=torch.float64) -0.15009737
tensor(0.0026, device='cuda:0', dtype=torch.float64) 0.02763319
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.03278351
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.03007257
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.029693067
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.02432686
tensor(0., device='cuda:0', dtype=torch.float64) -0.034255326
tensor(0.0006, device='cuda:0', dtype=torch.float64) -0.01444453
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.03139472
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.026288358
tensor(0.0006, device='cuda:0', dtype=torch.float64) -0.004878819
tensor(0., device='cuda:0', dtype=torch.float64) -0.0052891374
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.013088465
tensor(0.0009, device='cuda:0', dtype=torch.float64) 0.08713961
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.06714678
tensor(0.0009, device='cuda:0', dtype=torch.float64) 0.08801341
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.050728798
tensor(0.0003, device='cuda:0', dtype=torch.float64) -0.030988604
tensor(0.0003, device='cuda:0', dtype=torch.float64) 0.05025959
tensor(0.0001, device='cuda:0', dtype=torch.float64) 0.031721115
tensor(0.0002, device='cuda:0', dtype=torch.float64) 0.083354
tensor(6.7345e-05, device='cuda:0', dtype=torch.float64) 0.31117725
tensor(6.7345e-05, device='cuda:0', dtype=torch.float64) 0.045970917
tensor(6.7345e-05, device='cuda:0', dtype=torch.float64) 0.26747704
tensor(6.7345e-05, device='cuda:0', dtype=torch.float64) 0.005675316
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) 0.10692644
tensor(6.7345e-05, device='cuda:0', dtype=torch.float64) -0.013604641
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) -0.03049472
tensor(5.7724e-05, device='cuda:0', dtype=torch.float64) 0.07045746
tensor(0.4132, device='cuda:0', dtype=torch.float64) -0.24609375
tensor(0.3269, device='cuda:0', dtype=torch.float64) -0.14240265
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.078816414
tensor(0.0033, device='cuda:0', dtype=torch.float64) -0.16807175
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.43139648
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.1901207
tensor(3.8483e-05, device='cuda:0', dtype=torch.float64) -0.20470428
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.057247162
tensor(0.0177, device='cuda:0', dtype=torch.float64) -0.18945694
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.33008575
tensor(0.0107, device='cuda:0', dtype=torch.float64) -0.3287506
